"aaa",1543,"heliocentryczna budowa świata, wydanie 'O obrotach sfer niebieskich' (Mikołaj Kopernik - Polska).","Wynalazki","bbb"
"aaa",1509,"odkryto najstarszą tapetę ścienną (Christ College w Cambridge - Anglia).","Wynalazki","bbb"
"aaa",1510,"zegarek sprężynowy - najstarszy zachowany egzemplarz (Peter Henlein - Norymberga)","Wynalazki","bbb"
"aaa",1510,"pisuar (Włochy - czas przybliżony)","Wynalazki","bbb"
"aaa",1510,"pojawia się przecinek w tekście (Aldo Manuzio - Włochy - czas przybliżony).","Wynalazki","bbb"
"aaa",1512,"sztuka wytrawiania obrazów (Albreht Dürer)","Wynalazki","bbb"
"aaa",1512,"chusteczka do nosa jest używana w obecnym zakresie (Włochy - czas przybliżony)","Wynalazki","bbb"
"aaa",1517,"zamek kołowy do broni palnej (Johann Kiefus - Niemcy)","Wynalazki","bbb"
"aaa",1517,"bidet (Leonardo da Vinci (?) - Włochy - czas przybliżony).","Wynalazki","bbb"
"aaa",1520,"zwyczaj ozdabiania choinki (Alzacja - Niemcy).","Wynalazki","bbb"
"aaa",1530,"udoskonalony kołowrotek z napędem pedałowym (Jürgen - Niemcy)","Wynalazki","bbb"
"aaa",1530,"pistolety z zamkiem kołowym (Włochy, Niemcy).","Wynalazki","bbb"
"aaa",1535,"użycie dzwonu nurkowego (Jezioro Nemi - Włochy).","Wynalazki","bbb"
"aaa",1540,"otrzymano eter (Valerius Cordus - Niemcy).","Wynalazki","bbb"
"aaa",1545,"zbudowano pierwszy ogród zimowy (Daniel Barbaro - Włochy).","Wynalazki","bbb"
"aaa",1550,"wynalezienie naboi strzeleckich (czas i miejsce nieznane)","Wynalazki","bbb"
"aaa",1556,"współczesna postać gorsetu (lokalizacja nieznana).","Wynalazki","bbb"
"aaa",1559,"pierwsza książka, która w tytule miała słowo encyklopedia (Pavao Skalicia - Szwajcaria).","Wynalazki","bbb"
"aaa",1560,"zastosowanie szyn w kopalniach (Anglia).","Wynalazki","bbb"
"aaa",1565,"skonstruowano ołówek (Conrad Gessner - Szwajcaria).","Wynalazki","bbb"
"aaa",1567,"wyposażenie wojska w muszkiety na naboje (Hiszpania).","Wynalazki","bbb"
"aaa",1569,"udoskonalona tokarka z prototypem wrzeciennika i suportu (Jaques Besson - Francja).","Wynalazki","bbb"
"aaa",1572,"metoda obliczania pierwiastków kwadratowych (Rafael Bombelli - Włochy)","Wynalazki","bbb"
"aaa",1572,"odkrycie supernowej SN1572 (Tycho Brahe - Dania).","Wynalazki","bbb"
"aaa",1572,"najdawniejszy znany polski elementarz (Królewiec - Polska)","Wynalazki","bbb"
"aaa",1577,"log do pomiaru prędkości statków (W. Bourne).","Wynalazki","bbb"
"aaa",1582,"pierwsze wykorzystanie energii pływów morskich (Peter Morice - Londyn)","Wynalazki","bbb"
"aaa",1582,"powstanie kalendarza gregoriańskiego (papież Grzegorz XIII).","Wynalazki","bbb"
"aaa",1583,"pierwszy na świecie park rozrywki (park Bakken - Dania).","Wynalazki","bbb"
"aaa",1588,"ułożenie tablicy logarytmicznej (opublikowana 1620 - Jost Bürgi - Szwajcaria)","Wynalazki","bbb"
"aaa",1588,"wprowadzenie na pola bitew kartauny (Maurycy Orański - Holandia).","Wynalazki","bbb"
"aaa",1589,"dziewiarka ręczna do wyrobu pończoch (William Lee - Anglia)","Wynalazki","bbb"
"aaa",1590,"mikroskop (Zaharias Jansen - Holandia).","Wynalazki","bbb"
"aaa",1594,"pierwszy mechaniczny tartak (Cornelis Corneliszoon - Holandia)","Wynalazki","bbb"
"aaa",1596,"pierwszy klozet spłukiwany wodą (John Harrington - Anglia).","Wynalazki","bbb"
"aaa",1597,"termometr powietrzny (Galileusz - Włochy).","Wynalazki","bbb"
"aaa",1600,"termometr (Włochy)","Wynalazki","bbb"
"aaa",1600,"pojazd z napędem żaglowym (Simon Stevin - Holandia)","Wynalazki","bbb"
"aaa",1608,"luneta (Hans Lipperschey - Holandia).","Wynalazki","bbb"
"aaa",1609,"zastosowanie lunety do badań astronomicznych (Galileusz - Włochy).","Wynalazki","bbb"
"aaa",1610,"pierwsza w Polsce i Europie księgarnia (Franciszek Jakub Mercenich - Polska).","Wynalazki","bbb"
"aaa",1616,"resor piórowy (Fausto Veranzio - Włochy).","Wynalazki","bbb"
"aaa",1618,"prototyp lornety (Galileusz - Włochy).","Wynalazki","bbb"
"aaa",1619,"maseczka mająca chronić przed dżumą (Charles de Lorme - Francja).","Wynalazki","bbb"
"aaa",1620,"karuzela (prawdopodobnie Turcja).","Wynalazki","bbb"
"aaa",1621,"suwak logarytmiczny (William Oughtred - Anglia).","Wynalazki","bbb"
"aaa",1623,"arytmometr (Wilhelm Schickard - Niemcy).","Wynalazki","bbb"
"aaa",1624,"pierwowzór łodzi podwodnej (Cornelius J. Drebbel - Anglia).","Wynalazki","bbb"
"aaa",1631,"początki prasy - pierwsze gazety - (Kardynał Richelieu - Francja)","Wynalazki","bbb"
"aaa",1631,"noniusz (Pierre Vernier - Francja).","Wynalazki","bbb"
"aaa",1637,"pierwowzór peryskopu (Jan Heweliusz - Polska).","Wynalazki","bbb"
"aaa",1640,"metoda otrzymywania z węgla koksu (Daniel Stumpfelt - Niemcy).","Wynalazki","bbb"
"aaa",1641,"pompa powietrzna (Otto von Guericke - Niemcy).","Wynalazki","bbb"
"aaa",1642,"arytmometr (Blaise Pascal - Francja)","Wynalazki","bbb"
"aaa",1642,"barometr rtęciowy (Evangelista Torricelli - Włochy).","Wynalazki","bbb"
"aaa",1645,"skonstruowano ruletkę (Blaise Pascal - Francja).","Wynalazki","bbb"
"aaa",1655,"sikawka pożarnicza z komorą powietrzną (Hans Hautsch - Niemcy)","Wynalazki","bbb"
"aaa",1655,"mikrometr (Robert Hooke - Anglia).","Wynalazki","bbb"
"aaa",1657,"zegar wahadłowy (Christian Huyghens - Holandia).","Wynalazki","bbb"
"aaa",1660,"równomierne rozchodzenie się ciśnienia w cieczy (Blaise Pascal - Francja).","Wynalazki","bbb"
"aaa",1661,"manometr (Otto von Guericke - Niemcy)","Wynalazki","bbb"
"aaa",1661,"stworzenie pojęcia pierwiastków chemicznych (Robert Boyle - Anglia).","Wynalazki","bbb"
"aaa",1662,"zwodowano pierwszy w Europie katamaran (William Petty - Irlandia)","Wynalazki","bbb"
"aaa",1662,"autobus na regularnych liniach (Blaise Pascal - Francja).","Wynalazki","bbb"
"aaa",1663,"zjawisko prądu elektrycznego (Otto von Guericke - Niemcy)","Wynalazki","bbb"
"aaa",1663,"maszyna elektrostatyczna (Otto von Guericke - Niemcy).","Wynalazki","bbb"
"aaa",1666,"udoskonalona maszyna matematyczna do czterech działań (Wilhelm Leibniz - Niemcy).","Wynalazki","bbb"
"aaa",1667,"sproszkowane kakao (bracia Van Houten - Holandia)","Wynalazki","bbb"
"aaa",1667,"anemometr (Robert Hooke - Anglia).","Wynalazki","bbb"
"aaa",1668,"teleskop zwierciadlany (Isaac Newton - Anglia)","Wynalazki","bbb"
"aaa",1668,"w Londynie oświetlone są ulice.","Wynalazki","bbb"
"aaa",1673,"wahadło do regulacji chodu zegara (Christiaan Huyghens - Holandia).","Wynalazki","bbb"
"aaa",1679,"autoklaw (Denis Papin - Francja).","Wynalazki","bbb"
"aaa",1680,"trójkołowy pojazd poruszany siłą mięśni (Stephan Farfler - Niemcy)","Wynalazki","bbb"
"aaa",1680,"pierwsza brzytwa o stalowym ostrzu (Sheffield w Anglii)","Wynalazki","bbb"
"aaa",1681,"kociołek parowy z zaworem bezpieczeństwa (Denis Papin - Francja).","Wynalazki","bbb"
"aaa",1682,"odkrycie promieni cieplnych (Edme Mariotte - Francja).","Wynalazki","bbb"
"aaa",1687,"winda działająca na zasadzie przeciwciężarów (Erhard Weigel - Niemcy)","Wynalazki","bbb"
"aaa",1687,"opublikowano po łacinie ""Matematyczne zasady filozofii przyrody"" (Principia) Isaac'a Newtona.","Wynalazki","bbb"
"aaa",1688,"silnik parowy (Denis Papin - Francja).","Wynalazki","bbb"
"aaa",1689,"pompa odśrodkowa (Denis Papin - Francja).","Wynalazki","bbb"
"aaa",1690,"odkrycie polaryzacji światła (Christiaan Huygens - Holandia)","Wynalazki","bbb"
"aaa",1690,"udoskonalenie dzwonu nurkowego (Edmund Halley - Anglia).","Wynalazki","bbb"
"aaa",1690,"korek do butelki szampana (Dom Pierre Perignon - Francja)","Wynalazki","bbb"
"aaa",1691,"pierwszy patent na maszynę do prania (John Tyzacke - Anglia).","Wynalazki","bbb"
"aaa",1695,"ogłoszenie matrymonialne (John Houghton - Anglia).","Wynalazki","bbb"
"aaa",1698,"atmosferyczna beztłokowa maszyna parowa do odwadniania kopalni (Thomas Savery - Anglia).","Wynalazki","bbb"
"aaa",1699,"uzyskanie fosforu (Henning Brand - Bawaria).","Wynalazki","bbb"
"aaa",1700,"początki produkcji masowej (Christion Polhem - Szwecja)","Wynalazki","bbb"
"aaa",1707,"prototyp statku parowego (Denis Papin - Francja).","Wynalazki","bbb"
"aaa",1709,"saska porcelana z kaolinu (Johann Böttger - Miśnia).","Wynalazki","bbb"
"aaa",1711,"pierwszy fortepian (Bartolomeo Cristofori - Włochy).","Wynalazki","bbb"
"aaa",1712,"tłokowa maszyna parowa atmosferyczna do pompowania wody z kopalni (Thomas Newcomen - Anglia).","Wynalazki","bbb"
"aaa",1714,"trzy podstawowe prawa ruchu ciał (Isaac Newton - Anglia).","Wynalazki","bbb"
"aaa",1715,"nowoczesny skafander nurka, odporny na ciśnienie (John Lethbridge - Anglia).","Wynalazki","bbb"
"aaa",1716,"pomysł na poduszkowiec (Emanuel Swedenborg - Szwecja).","Wynalazki","bbb"
"aaa",1718,"termometr rtęciowy (Daniel Fahrenheit - Niemcy).","Wynalazki","bbb"
"aaa",1720,"wiertarki do metali i obrabiarki do kół zębatych","Wynalazki","bbb"
"aaa",1720,"teodolit (Jonathan Sisson - Anglia).","Wynalazki","bbb"
"aaa",1727,"pierwsze fotografie (Johann Heinrich Schulze - Niemcy).","Wynalazki","bbb"
"aaa",1729,"soczewka achromatyczna (Chester Moore Hall - Anglia).","Wynalazki","bbb"
"aaa",1731,"pirometr (Pieter van Musschenbroek - Holandia)","Wynalazki","bbb"
"aaa",1731,"sekstans (John Hadley - Anglia).","Wynalazki","bbb"
"aaa",1732,"maszyna parowa (Newcomena) do napędu maszyn obrotowych (Abraham Darby - Anglia).","Wynalazki","bbb"
"aaa",1733,"mechaniczne czółenko tkackie (John Kay - Anglia)","Wynalazki","bbb"
"aaa",1733,"wózek dziecinny (Wiliam Kent - Anglia).","Wynalazki","bbb"
"aaa",1735,"wytop żelaza tylko przy użyciu koksu (Darby - Anglia)","Wynalazki","bbb"
"aaa",1735,"pierwszy system roślin (Karol Linneusz - Szwecja).","Wynalazki","bbb"
"aaa",1738,"tramwaj konny (Whiteharen - Anglia).","Wynalazki","bbb"
"aaa",1741,"początki mechanicznego przędzenia (Lewis Paul i John Wyatt - Anglia)","Wynalazki","bbb"
"aaa",1741,"platyna w Europie (Charles Wood - Anglia).","Wynalazki","bbb"
"aaa",1741,"pierwszy most łańcuchowy nad rzeką Tees (Anglia)","Wynalazki","bbb"
"aaa",1742,"ustalenie skali temperatur na podstawie zamarzania i wrzenia wody (Anders Celsius - Szwecja)","Wynalazki","bbb"
"aaa",1742,"dzwonki Franklina (Andrew Gordon - Niemcy).","Wynalazki","bbb"
"aaa",1742,"pierwszy kryty basen (Wielka Brytania)","Wynalazki","bbb"
"aaa",1745,"butelka lejdejska (Ewald von Kleist - Prusy), pierwszy kondensator (Pieter van Musschenbroek - Holandia).","Wynalazki","bbb"
"aaa",1746,"wyizolowano cynk jako czysty metal (Andreas Marggraf - Niemcy).","Wynalazki","bbb"
"aaa",1750,"pierwsza prosta turbina wodna (Ján Andrej Segner - Niemcy)","Wynalazki","bbb"
"aaa",1751,"odkryty zostaje nikiel (Axel Frederic von Cronstedt - Szwecja).","Wynalazki","bbb"
"aaa",1752,"piorunochron (Benjamin Franklin - USA)","Wynalazki","bbb"
"aaa",1752,"okulary przeciwsłoneczne (James Ayscough - Anglia).","Wynalazki","bbb"
"aaa",1753,"odkrycie indukcji elektrycznej (John Canton - Anglia).","Wynalazki","bbb"
"aaa",1754,"pierwsza walcownia żelaza (Henry Cort - Anglia).","Wynalazki","bbb"
"aaa",1756,"cement hydrauliczny (John Smeaton - Anglia)","Wynalazki","bbb"
"aaa",1756,"ludzie poznali majonez (kucharz księcia Richelieu - Francja).","Wynalazki","bbb"
"aaa",1758,"pierwsze na świecie biuro podróży (Richard Cox - Anglia).","Wynalazki","bbb"
"aaa",1759,"chronometr morski (John Harrison - Anglia).","Wynalazki","bbb"
"aaa",1760,"pierwsze wrotki (Joseph Merlin - Belgia)","Wynalazki","bbb"
